category,model,base_model,type,application,speed,needle,image_file,description
Non-Apparel / Heavy Duty,PLC-1760-7,PLC-1760,Computer-controlled Cycle Pattern Sewing Machine,Jeans & Heavy-weight,"3,000 sti/min",134-35 (Nm140),PLC-1760.png,"Type: Computer-controlled Cycle Pattern Sewing Machine • Application: Jeans & Heavy-weight • Max. sewing speed: 3,000 sti/min • Max. stitch length: 4mm • Presser foot: By knee: 13mm • Needle: 134-35 (Nm140)"
Non-Apparel / Heavy Duty,PLC-1690,PLC-1690,Computer-controlled Cycle Pattern Sewing Machine,Jeans & Heavy-weight,"3,000 sti/min",134-35 (Nm140),PLC-1690.png,"Type: Computer-controlled Cycle Pattern Sewing Machine • Application: Jeans & Heavy-weight • Max. sewing speed: 3,000 sti/min • Max. stitch length: 4mm • Presser foot: By knee: 13mm • Needle: 134-35 (Nm140)"
Non-Apparel / Heavy Duty,PLH-981U,PLH-981U,Computer-controlled Cycle Pattern Sewing Machine,Jeans & Heavy-weight,"3,000 sti/min",134-35 (Nm140),PLH-981U.png,"Type: Computer-controlled Cycle Pattern Sewing Machine • Application: Jeans & Heavy-weight • Max. sewing speed: 3,000 sti/min • Max. stitch length: 4mm • Presser foot: By knee: 13mm • Needle: 134-35 (Nm140)"
Non-Apparel / Heavy Duty,PLN-985U,PLN-985U,Computer-controlled Cycle Pattern Sewing Machine,Jeans & Heavy-weight,"3,000 sti/min",134-35 (Nm140),PLN-985U.png,"Type: Computer-controlled Cycle Pattern Sewing Machine • Application: Jeans & Heavy-weight • Max. sewing speed: 3,000 sti/min • Max. stitch length: 4mm • Presser foot: By knee: 13mm • Needle: 134-35 (Nm140)"
Non-Apparel / Heavy Duty,LU-2216N-7,LU-2216N,Computer-controlled Cycle Pattern Sewing Machine,Jeans & Heavy-weight,"3,000 sti/min",134-35 (Nm140),LU-2216N.png,"Type: Computer-controlled Cycle Pattern Sewing Machine • Application: Jeans & Heavy-weight • Max. sewing speed: 3,000 sti/min • Max. stitch length: 4mm • Presser foot: By knee: 13mm • Needle: 134-35 (Nm140)"
Non-Apparel / Heavy Duty,LG-158-1U,LG-158,Computer-controlled Cycle Pattern Sewing Machine,Jeans & Heavy-weight,"3,000 sti/min",134-35 (Nm140),LG-158.png,"Type: Computer-controlled Cycle Pattern Sewing Machine • Application: Jeans & Heavy-weight • Max. sewing speed: 3,000 sti/min • Max. stitch length: 4mm • Presser foot: By knee: 13mm • Needle: 134-35 (Nm140)"
Non-Apparel / Heavy Duty,TSC-461U,TSC-461U,Computer-controlled Cycle Pattern Sewing Machine,Jeans & Heavy-weight,"3,000 sti/min",134-35 (Nm140),TSC-461U.png,"Type: Computer-controlled Cycle Pattern Sewing Machine • Application: Jeans & Heavy-weight • Max. sewing speed: 3,000 sti/min • Max. stitch length: 4mm • Presser foot: By knee: 13mm • Needle: 134-35 (Nm140)"
Non-Apparel / Heavy Duty,TNU-243U,TNU-243U,Computer-controlled Cycle Pattern Sewing Machine,Jeans & Heavy-weight,"3,000 sti/min",134-35 (Nm140),TNU-243U.png,"Type: Computer-controlled Cycle Pattern Sewing Machine • Application: Jeans & Heavy-weight • Max. sewing speed: 3,000 sti/min • Max. stitch length: 4mm • Presser foot: By knee: 13mm • Needle: 134-35 (Nm140)"
Non-Apparel / Heavy Duty,TU-273U,TU-273U,Computer-controlled Cycle Pattern Sewing Machine,Jeans & Heavy-weight,"3,000 sti/min",134-35 (Nm140),TU-273U.png,"Type: Computer-controlled Cycle Pattern Sewing Machine • Application: Jeans & Heavy-weight • Max. sewing speed: 3,000 sti/min • Max. stitch length: 4mm • Presser foot: By knee: 13mm • Needle: 134-35 (Nm140)"
Non-Apparel / Heavy Duty,TSH-411U,TSH-411U,Computer-controlled Cycle Pattern Sewing Machine,Jeans & Heavy-weight,"3,000 sti/min",134-35 (Nm140),TSH-411U.png,"Type: Computer-controlled Cycle Pattern Sewing Machine • Application: Jeans & Heavy-weight • Max. sewing speed: 3,000 sti/min • Max. stitch length: 4mm • Presser foot: By knee: 13mm • Needle: 134-35 (Nm140)"
Non-Apparel / Heavy Duty,TSN-421U,TSN-421U,Computer-controlled Cycle Pattern Sewing Machine,Jeans & Heavy-weight,"3,000 sti/min",134-35 (Nm140),TSN-421U.png,"Type: Computer-controlled Cycle Pattern Sewing Machine • Application: Jeans & Heavy-weight • Max. sewing speed: 3,000 sti/min • Max. stitch length: 4mm • Presser foot: By knee: 13mm • Needle: 134-35 (Nm140)"
Non-Apparel / Heavy Duty,TSC-441U,TSC-441U,Computer-controlled Cycle Pattern Sewing Machine,Jeans & Heavy-weight,"3,000 sti/min",134-35 (Nm140),TSC-441U.png,"Type: Computer-controlled Cycle Pattern Sewing Machine • Application: Jeans & Heavy-weight • Max. sewing speed: 3,000 sti/min • Max. stitch length: 4mm • Presser foot: By knee: 13mm • Needle: 134-35 (Nm140)"
Non-Apparel / Heavy Duty,TSU-471U,TSU-471U,Computer-controlled Cycle Pattern Sewing Machine,Jeans & Heavy-weight,"3,000 sti/min",134-35 (Nm140),TSU-471U.png,"Type: Computer-controlled Cycle Pattern Sewing Machine • Application: Jeans & Heavy-weight • Max. sewing speed: 3,000 sti/min • Max. stitch length: 4mm • Presser foot: By knee: 13mm • Needle: 134-35 (Nm140)"
Non-Apparel / Heavy Duty,DU-140U,DU-140U,1-needle Lockstitch Machine,Jeans & Heavy-weight,"5,000 sti/min",134-35 (Nm140),DU-140U.png,"Type: 1-needle Lockstitch Machine • Application: Jeans & Heavy-weight • Max. sewing speed: 5,000 sti/min • Max. stitch length: 4mm • Presser foot: By knee: 13mm • Needle: 134-35 (Nm140)"
Non-Apparel / Heavy Duty,DNU-1541S,DNU-1541S,1-needle Lockstitch Machine,Jeans & Heavy-weight,"5,000 sti/min",134-35 (Nm140),DNU-1541S.png,"Type: 1-needle Lockstitch Machine • Application: Jeans & Heavy-weight • Max. sewing speed: 5,000 sti/min • Max. stitch length: 4mm • Presser foot: By knee: 13mm • Needle: 134-35 (Nm140)"
Non-Apparel / Heavy Duty,LU-1509N,LU-1509N,1-needle Lockstitch Machine,Jeans & Heavy-weight,"5,000 sti/min",134-35 (Nm140),LU-1509N.png,"Type: 1-needle Lockstitch Machine • Application: Jeans & Heavy-weight • Max. sewing speed: 5,000 sti/min • Max. stitch length: 4mm • Presser foot: By knee: 13mm • Needle: 134-35 (Nm140)"
Non-Apparel / Heavy Duty,LU-1511N-7,LU-1511N,1-needle Lockstitch Machine,Jeans & Heavy-weight,"5,000 sti/min",134-35 (Nm140),LU-1511N.png,"Type: 1-needle Lockstitch Machine • Application: Jeans & Heavy-weight • Max. sewing speed: 5,000 sti/min • Max. stitch length: 4mm • Presser foot: By knee: 13mm • Needle: 134-35 (Nm140)"
Non-Apparel / Heavy Duty,LU-1561N-7,LU-1561N,Lockstitch Sewing Machine,Jeans & Heavy-weight,"5,000 sti/min",134-35 (Nm140),LU-1561N.png,"Type: Lockstitch Sewing Machine • Application: Jeans & Heavy-weight • Max. sewing speed: 5,000 sti/min • Max. stitch length: 4mm • Presser foot: By knee: 13mm • Needle: 134-35 (Nm140)"
Non-Apparel / Heavy Duty,LU-1565N,LU-1565N,Lockstitch Sewing Machine,Jeans & Heavy-weight,"5,000 sti/min",134-35 (Nm140),LU-1565N.png,"Type: Lockstitch Sewing Machine • Application: Jeans & Heavy-weight • Max. sewing speed: 5,000 sti/min • Max. stitch length: 4mm • Presser foot: By knee: 13mm • Needle: 134-35 (Nm140)"
Non-Apparel / Heavy Duty,LU-2860V-7,LU-2860V,1-needle Lockstitch Machine,Jeans & Heavy-weight,"5,000 sti/min",134-35 (Nm140),LU-2860V.png,"Type: 1-needle Lockstitch Machine • Application: Jeans & Heavy-weight • Max. sewing speed: 5,000 sti/min • Max. stitch length: 4mm • Presser foot: By knee: 13mm • Needle: 134-35 (Nm140)"
Non-Apparel / Heavy Duty,LU-2800-7,LU-2800,1-needle Lockstitch Machine,Jeans & Heavy-weight,"5,000 sti/min",134-35 (Nm140),LU-2800.png,"Type: 1-needle Lockstitch Machine • Application: Jeans & Heavy-weight • Max. sewing speed: 5,000 sti/min • Max. stitch length: 4mm • Presser foot: By knee: 13mm • Needle: 134-35 (Nm140)"
Non-Apparel / Heavy Duty,LU-2828NV-7,LU-2828N,Lockstitch Sewing Machine,Jeans & Heavy-weight,"5,000 sti/min",134-35 (Nm140),LU-2828N.png,"Type: Lockstitch Sewing Machine • Application: Jeans & Heavy-weight • Max. sewing speed: 5,000 sti/min • Max. stitch length: 4mm • Presser foot: By knee: 13mm • Needle: 134-35 (Nm140)"
Non-Apparel / Heavy Duty,LU-2860NV-7,LU-2860N,Lockstitch Sewing Machine,Jeans & Heavy-weight,"5,000 sti/min",134-35 (Nm140),LU-2860N.png,"Type: Lockstitch Sewing Machine • Application: Jeans & Heavy-weight • Max. sewing speed: 5,000 sti/min • Max. stitch length: 4mm • Presser foot: By knee: 13mm • Needle: 134-35 (Nm140)"
Non-Apparel / Heavy Duty,LU-2868AL-7,LU-2868A,Lockstitch Sewing Machine,Jeans & Heavy-weight,"5,000 sti/min",134-35 (Nm140),LU-2868A.png,"Type: Lockstitch Sewing Machine • Application: Jeans & Heavy-weight • Max. sewing speed: 5,000 sti/min • Max. stitch length: 4mm • Presser foot: By knee: 13mm • Needle: 134-35 (Nm140)"
Non-Apparel / Heavy Duty,LU-2810N-7,LU-2810N,Lockstitch Sewing Machine,Jeans & Heavy-weight,"5,000 sti/min",134-35 (Nm140),LU-2810N.png,"Type: Lockstitch Sewing Machine • Application: Jeans & Heavy-weight • Max. sewing speed: 5,000 sti/min • Max. stitch length: 4mm • Presser foot: By knee: 13mm • Needle: 134-35 (Nm140)"
Non-Apparel / Heavy Duty,LU-2818NAL-7,LU-2818N,Lockstitch Sewing Machine,Jeans & Heavy-weight,"5,000 sti/min",134-35 (Nm140),LU-2818N.png,"Type: Lockstitch Sewing Machine • Application: Jeans & Heavy-weight • Max. sewing speed: 5,000 sti/min • Max. stitch length: 4mm • Presser foot: By knee: 13mm • Needle: 134-35 (Nm140)"
Non-Apparel / Heavy Duty,LU-2210W-7,LU-2210W,Lockstitch Sewing Machine,Jeans & Heavy-weight,"5,000 sti/min",134-35 (Nm140),LU-2210W.png,"Type: Lockstitch Sewing Machine • Application: Jeans & Heavy-weight • Max. sewing speed: 5,000 sti/min • Max. stitch length: 4mm • Presser foot: By knee: 13mm • Needle: 134-35 (Nm140)"
Non-Apparel / Heavy Duty,LU-2212N-7,LU-2212N,Lockstitch Sewing Machine,Jeans & Heavy-weight,"5,000 sti/min",134-35 (Nm140),LU-2212N.png,"Type: Lockstitch Sewing Machine • Application: Jeans & Heavy-weight • Max. sewing speed: 5,000 sti/min • Max. stitch length: 4mm • Presser foot: By knee: 13mm • Needle: 134-35 (Nm140)"
Non-Apparel / Heavy Duty,LU-2220N-7,LU-2220N,Lockstitch Sewing Machine,Jeans & Heavy-weight,"5,000 sti/min",134-35 (Nm140),LU-2220N.png,"Type: Lockstitch Sewing Machine • Application: Jeans & Heavy-weight • Max. sewing speed: 5,000 sti/min • Max. stitch length: 4mm • Presser foot: By knee: 13mm • Needle: 134-35 (Nm140)"
Non-Apparel / Heavy Duty,LU-2818ESAL-7,LU-2818E,Lockstitch Sewing Machine,Jeans & Heavy-weight,"5,000 sti/min",134-35 (Nm140),LU-2818E.png,"Type: Lockstitch Sewing Machine • Application: Jeans & Heavy-weight • Max. sewing speed: 5,000 sti/min • Max. stitch length: 4mm • Presser foot: By knee: 13mm • Needle: 134-35 (Nm140)"
Non-Apparel / Heavy Duty,LU-2828ESA-7,LU-2828E,Lockstitch Sewing Machine,Jeans & Heavy-weight,"5,000 sti/min",134-35 (Nm140),LU-2828E.png,"Type: Lockstitch Sewing Machine • Application: Jeans & Heavy-weight • Max. sewing speed: 5,000 sti/min • Max. stitch length: 4mm • Presser foot: By knee: 13mm • Needle: 134-35 (Nm140)"
Non-Apparel / Heavy Duty,LU-2260W-7,LU-2260W,Lockstitch Sewing Machine,Jeans & Heavy-weight,"5,000 sti/min",134-35 (Nm140),LU-2260W.png,"Type: Lockstitch Sewing Machine • Application: Jeans & Heavy-weight • Max. sewing speed: 5,000 sti/min • Max. stitch length: 4mm • Presser foot: By knee: 13mm • Needle: 134-35 (Nm140)"
Non-Apparel / Heavy Duty,DSU-142U,DSU-142U,1-needle Lockstitch Machine,Jeans & Heavy-weight,"5,000 sti/min",134-35 (Nm140),DSU-142U.png,"Type: 1-needle Lockstitch Machine • Application: Jeans & Heavy-weight • Max. sewing speed: 5,000 sti/min • Max. stitch length: 4mm • Presser foot: By knee: 13mm • Needle: 134-35 (Nm140)"
Non-Apparel / Heavy Duty,DSC-245U/X55200,DSC-245U,1-needle Lockstitch Machine,Jeans & Heavy-weight,"5,000 sti/min",134-35 (Nm140),DSC-245U.png,"Type: 1-needle Lockstitch Machine • Application: Jeans & Heavy-weight • Max. sewing speed: 5,000 sti/min • Max. stitch length: 4mm • Presser foot: By knee: 13mm • Needle: 134-35 (Nm140)"
Non-Apparel / Heavy Duty,DSU-145-7,DSU-145,1-needle Lockstitch Machine,Jeans & Heavy-weight,"5,000 sti/min",134-35 (Nm140),DSU-145.png,"Type: 1-needle Lockstitch Machine • Application: Jeans & Heavy-weight • Max. sewing speed: 5,000 sti/min • Max. stitch length: 4mm • Presser foot: By knee: 13mm • Needle: 134-35 (Nm140)"
Non-Apparel / Heavy Duty,DSU-145U,DSU-145U,1-needle Lockstitch Machine,Jeans & Heavy-weight,"5,000 sti/min",134-35 (Nm140),DSU-145U.png,"Type: 1-needle Lockstitch Machine • Application: Jeans & Heavy-weight • Max. sewing speed: 5,000 sti/min • Max. stitch length: 4mm • Presser foot: By knee: 13mm • Needle: 134-35 (Nm140)"
Non-Apparel / Heavy Duty,LS-2342S-7,LS-2342S,Lockstitch Sewing Machine,Jeans & Heavy-weight,"5,000 sti/min",134-35 (Nm140),LS-2342S.png,"Type: Lockstitch Sewing Machine • Application: Jeans & Heavy-weight • Max. sewing speed: 5,000 sti/min • Max. stitch length: 4mm • Presser foot: By knee: 13mm • Needle: 134-35 (Nm140)"
Non-Apparel / Heavy Duty,LS-2342H-7,LS-2342H,Lockstitch Sewing Machine,Jeans & Heavy-weight,"5,000 sti/min",134-35 (Nm140),LS-2342H.png,"Type: Lockstitch Sewing Machine • Application: Jeans & Heavy-weight • Max. sewing speed: 5,000 sti/min • Max. stitch length: 4mm • Presser foot: By knee: 13mm • Needle: 134-35 (Nm140)"
Non-Apparel / Heavy Duty,LS-1340,LS-1340,1-needle Lockstitch Machine,Jeans & Heavy-weight,"5,000 sti/min",134-35 (Nm140),LS-1340.png,"Type: 1-needle Lockstitch Machine • Application: Jeans & Heavy-weight • Max. sewing speed: 5,000 sti/min • Max. stitch length: 4mm • Presser foot: By knee: 13mm • Needle: 134-35 (Nm140)"
Non-Apparel / Heavy Duty,DSC-246U,DSC-246U,1-needle Lockstitch Machine,Jeans & Heavy-weight,"5,000 sti/min",134-35 (Nm140),DSC-246U.png,"Type: 1-needle Lockstitch Machine • Application: Jeans & Heavy-weight • Max. sewing speed: 5,000 sti/min • Max. stitch length: 4mm • Presser foot: By knee: 13mm • Needle: 134-35 (Nm140)"
Non-Apparel / Heavy Duty,DSC-246-7,DSC-246,1-needle Lockstitch Machine,Jeans & Heavy-weight,"5,000 sti/min",134-35 (Nm140),DSC-246.png,"Type: 1-needle Lockstitch Machine • Application: Jeans & Heavy-weight • Max. sewing speed: 5,000 sti/min • Max. stitch length: 4mm • Presser foot: By knee: 13mm • Needle: 134-35 (Nm140)"
Non-Apparel / Heavy Duty,PLC-2710NVM-7,PLC-2710N,Lockstitch Sewing Machine,Jeans & Heavy-weight,"5,000 sti/min",134-35 (Nm140),PLC-2710N.png,"Type: Lockstitch Sewing Machine • Application: Jeans & Heavy-weight • Max. sewing speed: 5,000 sti/min • Max. stitch length: 4mm • Presser foot: By knee: 13mm • Needle: 134-35 (Nm140)"
Non-Apparel / Heavy Duty,PLC-2760NVM-7,PLC-2760N,Lockstitch Sewing Machine,Jeans & Heavy-weight,"5,000 sti/min",134-35 (Nm140),PLC-2760N.png,"Type: Lockstitch Sewing Machine • Application: Jeans & Heavy-weight • Max. sewing speed: 5,000 sti/min • Max. stitch length: 4mm • Presser foot: By knee: 13mm • Needle: 134-35 (Nm140)"
Non-Apparel / Heavy Duty,PLC-2760VS-7,PLC-2760V,Lockstitch Sewing Machine,Jeans & Heavy-weight,"5,000 sti/min",134-35 (Nm140),PLC-2760V.png,"Type: Lockstitch Sewing Machine • Application: Jeans & Heavy-weight • Max. sewing speed: 5,000 sti/min • Max. stitch length: 4mm • Presser foot: By knee: 13mm • Needle: 134-35 (Nm140)"
Non-Apparel / Heavy Duty,PLC-2710VS-7,PLC-2710V,Lockstitch Sewing Machine,Jeans & Heavy-weight,"5,000 sti/min",134-35 (Nm140),PLC-2710V.png,"Type: Lockstitch Sewing Machine • Application: Jeans & Heavy-weight • Max. sewing speed: 5,000 sti/min • Max. stitch length: 4mm • Presser foot: By knee: 13mm • Needle: 134-35 (Nm140)"
Non-Apparel / Heavy Duty,PLC-2710S-7,PLC-2710S,1-needle Lockstitch Machine,Jeans & Heavy-weight,"5,000 sti/min",134-35 (Nm140),PLC-2710S.png,"Type: 1-needle Lockstitch Machine • Application: Jeans & Heavy-weight • Max. sewing speed: 5,000 sti/min • Max. stitch length: 4mm • Presser foot: By knee: 13mm • Needle: 134-35 (Nm140)"
Non-Apparel / Heavy Duty,PLC-1760L,PLC-1760L,Lockstitch Sewing Machine,Jeans & Heavy-weight,"5,000 sti/min",134-35 (Nm140),PLC-1760L.png,"Type: Lockstitch Sewing Machine • Application: Jeans & Heavy-weight • Max. sewing speed: 5,000 sti/min • Max. stitch length: 4mm • Presser foot: By knee: 13mm • Needle: 134-35 (Nm140)"
Non-Apparel / Heavy Duty,PLC-2760L,PLC-2760L,Lockstitch Sewing Machine,Jeans & Heavy-weight,"5,000 sti/min",134-35 (Nm140),PLC-2760L.png,"Type: Lockstitch Sewing Machine • Application: Jeans & Heavy-weight • Max. sewing speed: 5,000 sti/min • Max. stitch length: 4mm • Presser foot: By knee: 13mm • Needle: 134-35 (Nm140)"
Non-Apparel / Heavy Duty,PLC-2765,PLC-2765,Lockstitch Sewing Machine,Jeans & Heavy-weight,"5,000 sti/min",134-35 (Nm140),PLC-2765.png,"Type: Lockstitch Sewing Machine • Application: Jeans & Heavy-weight • Max. sewing speed: 5,000 sti/min • Max. stitch length: 4mm • Presser foot: By knee: 13mm • Needle: 134-35 (Nm140)"
Non-Apparel / Heavy Duty,PLC-2760S-7,PLC-2760S,Lockstitch Sewing Machine,Jeans & Heavy-weight,"5,000 sti/min",134-35 (Nm140),PLC-2760S.png,"Type: Lockstitch Sewing Machine • Application: Jeans & Heavy-weight • Max. sewing speed: 5,000 sti/min • Max. stitch length: 4mm • Presser foot: By knee: 13mm • Needle: 134-35 (Nm140)"
Non-Apparel / Heavy Duty,PLC-1691,PLC-1691,1-needle Lockstitch Machine,Jeans & Heavy-weight,"5,000 sti/min",134-35 (Nm140),PLC-1691.png,"Type: 1-needle Lockstitch Machine • Application: Jeans & Heavy-weight • Max. sewing speed: 5,000 sti/min • Max. stitch length: 4mm • Presser foot: By knee: 13mm • Needle: 134-35 (Nm140)"
Non-Apparel / Heavy Duty,PLH-982U,PLH-982U,Lockstitch Sewing Machine,Jeans & Heavy-weight,"5,000 sti/min",134-35 (Nm140),PLH-982U.png,"Type: Lockstitch Sewing Machine • Application: Jeans & Heavy-weight • Max. sewing speed: 5,000 sti/min • Max. stitch length: 4mm • Presser foot: By knee: 13mm • Needle: 134-35 (Nm140)"
Non-Apparel / Heavy Duty,LU-2266N-7,LU-2266N,1-needle Lockstitch Machine,Jeans & Heavy-weight,"5,000 sti/min",134-35 (Nm140),LU-2266N.png,"Type: 1-needle Lockstitch Machine • Application: Jeans & Heavy-weight • Max. sewing speed: 5,000 sti/min • Max. stitch length: 4mm • Presser foot: By knee: 13mm • Needle: 134-35 (Nm140)"
Non-Apparel / Heavy Duty,LU-2266-7,LU-2266,Lockstitch Sewing Machine,Jeans & Heavy-weight,"5,000 sti/min",134-35 (Nm140),LU-2266.png,"Type: Lockstitch Sewing Machine • Application: Jeans & Heavy-weight • Max. sewing speed: 5,000 sti/min • Max. stitch length: 4mm • Presser foot: By knee: 13mm • Needle: 134-35 (Nm140)"
Non-Apparel / Heavy Duty,LG-158U,LG-158U,Lockstitch Sewing Machine,Jeans & Heavy-weight,"5,000 sti/min",134-35 (Nm140),LG-158U.png,"Type: Lockstitch Sewing Machine • Application: Jeans & Heavy-weight • Max. sewing speed: 5,000 sti/min • Max. stitch length: 4mm • Presser foot: By knee: 13mm • Needle: 134-35 (Nm140)"
Non-Apparel / Heavy Duty,TSC-441,TSC-441,1-needle Lockstitch Machine,Jeans & Heavy-weight,"5,000 sti/min",134-35 (Nm140),TSC-441.png,"Type: 1-needle Lockstitch Machine • Application: Jeans & Heavy-weight • Max. sewing speed: 5,000 sti/min • Max. stitch length: 4mm • Presser foot: By knee: 13mm • Needle: 134-35 (Nm140)"
Non-Apparel / Heavy Duty,TSU-471,TSU-471,1-needle Lockstitch Machine,Jeans & Heavy-weight,"5,000 sti/min",134-35 (Nm140),TSU-471.png,"Type: 1-needle Lockstitch Machine • Application: Jeans & Heavy-weight • Max. sewing speed: 5,000 sti/min • Max. stitch length: 4mm • Presser foot: By knee: 13mm • Needle: 134-35 (Nm140)"
Non-Apparel / Heavy Duty,AMS-252/X77026,AMS-252,Computer-controlled Cycle Pattern Sewing Machine,Jeans & Heavy-weight,"3,000 sti/min",134-35 (Nm140),AMS-252.png,"Type: Computer-controlled Cycle Pattern Sewing Machine • Application: Jeans & Heavy-weight • Max. sewing speed: 3,000 sti/min • Max. stitch length: 4mm • Presser foot: By knee: 13mm • Needle: 134-35 (Nm140)"
Non-Apparel / Heavy Duty,LK-1920S,LK-1920S,Computer-controlled Cycle Pattern Sewing Machine,Jeans & Heavy-weight,"3,000 sti/min",134-35 (Nm140),LK-1920S.png,"Type: Computer-controlled Cycle Pattern Sewing Machine • Application: Jeans & Heavy-weight • Max. sewing speed: 3,000 sti/min • Max. stitch length: 4mm • Presser foot: By knee: 13mm • Needle: 134-35 (Nm140)"
Non-Apparel / Heavy Duty,LK-1920H,LK-1920H,Computer-controlled Cycle Pattern Sewing Machine,Jeans & Heavy-weight,"3,000 sti/min",134-35 (Nm140),LK-1920H.png,"Type: Computer-controlled Cycle Pattern Sewing Machine • Application: Jeans & Heavy-weight • Max. sewing speed: 3,000 sti/min • Max. stitch length: 4mm • Presser foot: By knee: 13mm • Needle: 134-35 (Nm140)"
Non-Apparel / Heavy Duty,CR-10A,CR,Computer-controlled Cycle Pattern Sewing Machine,Jeans & Heavy-weight,"3,000 sti/min",134-35 (Nm140),CR.png,"Type: Computer-controlled Cycle Pattern Sewing Machine • Application: Jeans & Heavy-weight • Max. sewing speed: 3,000 sti/min • Max. stitch length: 4mm • Presser foot: By knee: 13mm • Needle: 134-35 (Nm140)"
Non-Apparel / Heavy Duty,LK-1962/ABH,LK-1962,Computer-controlled Cycle Pattern Sewing Machine,Jeans & Heavy-weight,"3,000 sti/min",134-35 (Nm140),LK-1962.png,"Type: Computer-controlled Cycle Pattern Sewing Machine • Application: Jeans & Heavy-weight • Max. sewing speed: 3,000 sti/min • Max. stitch length: 4mm • Presser foot: By knee: 13mm • Needle: 134-35 (Nm140)"
Non-Apparel / Heavy Duty,PS-910HB-13090CKZ,PS-910H,Computer-controlled Cycle Pattern Sewing Machine,Light- to Medium-weight,"3,000 sti/min",DBx1 (#11),PS-910H.png,"Type: Computer-controlled Cycle Pattern Sewing Machine • Application: Light- to Medium-weight • Max. sewing speed: 3,000 sti/min • Max. stitch length: 4mm • Presser foot: By knee: 13mm • Needle: DBx1 (#11)"
Non-Apparel / Heavy Duty,PS-910AS-6055ZKZ,PS-910A,Computer-controlled Cycle Pattern Sewing Machine,Light- to Medium-weight,"3,000 sti/min",DBx1 (#11),PS-910A.png,"Type: Computer-controlled Cycle Pattern Sewing Machine • Application: Light- to Medium-weight • Max. sewing speed: 3,000 sti/min • Max. stitch length: 4mm • Presser foot: By knee: 13mm • Needle: DBx1 (#11)"
Non-Apparel / Heavy Duty,MO-6905G-0M6-7E0,MO-6905G,Computer-controlled Cycle Pattern Sewing Machine,Jeans & Heavy-weight,"3,000 sti/min",134-35 (Nm140),MO-6905G.png,"Type: Computer-controlled Cycle Pattern Sewing Machine • Application: Jeans & Heavy-weight • Max. sewing speed: 3,000 sti/min • Max. stitch length: 4mm • Presser foot: By knee: 13mm • Needle: 134-35 (Nm140)"
Non-Apparel / Heavy Duty,SC-921,SC-921,Lockstitch Sewing Machine,Jeans & Heavy-weight,"5,000 sti/min",134-35 (Nm140),SC-921.png,"Type: Lockstitch Sewing Machine • Application: Jeans & Heavy-weight • Max. sewing speed: 5,000 sti/min • Max. stitch length: 4mm • Presser foot: By knee: 13mm • Needle: 134-35 (Nm140)"
Non-Apparel / Heavy Duty,SC-510,SC-510,Button Sewing & Bartacking Machine,Jeans & Heavy-weight,"3,000 sti/min",DPx5 (#14),SC-510.png,"Type: Button Sewing & Bartacking Machine • Application: Jeans & Heavy-weight • Max. sewing speed: 3,000 sti/min • Max. stitch length: 4mm • Presser foot: By knee: 13mm • Needle: DPx5 (#14)"
Non-Apparel / Heavy Duty,SC-922/M51N,SC-922,Button Sewing & Bartacking Machine,Jeans & Heavy-weight,"3,000 sti/min",DPx5 (#14),SC-922.png,"Type: Button Sewing & Bartacking Machine • Application: Jeans & Heavy-weight • Max. sewing speed: 3,000 sti/min • Max. stitch length: 4mm • Presser foot: By knee: 13mm • Needle: DPx5 (#14)"
Non-Apparel / Heavy Duty,RS-232C,RS-232C,Computer-controlled Cycle Pattern Sewing Machine,Light- to Medium-weight,"3,000 sti/min",DBx1 (#11),RS-232C.png,"Type: Computer-controlled Cycle Pattern Sewing Machine • Application: Light- to Medium-weight • Max. sewing speed: 3,000 sti/min • Max. stitch length: 4mm • Presser foot: By knee: 13mm • Needle: DBx1 (#11)"
Non-Apparel / Heavy Duty,PLC-2700,PLC-2700,Interlock / Coverstitch Sewing Machine,Jeans & Heavy-weight,"3,000 sti/min",134-35 (Nm140),PLC-2700.png,"Type: Interlock / Coverstitch Sewing Machine • Application: Jeans & Heavy-weight • Max. sewing speed: 3,000 sti/min • Max. stitch length: 4mm • Presser foot: By knee: 13mm • Needle: 134-35 (Nm140)"
Non-Apparel / Heavy Duty,LU-2828-7,LU-2828,Interlock / Coverstitch Sewing Machine,Jeans & Heavy-weight,"3,000 sti/min",134-35 (Nm140),LU-2828.png,"Type: Interlock / Coverstitch Sewing Machine • Application: Jeans & Heavy-weight • Max. sewing speed: 3,000 sti/min • Max. stitch length: 4mm • Presser foot: By knee: 13mm • Needle: 134-35 (Nm140)"
Non-Apparel / Heavy Duty,LU-2818-7,LU-2818,Interlock / Coverstitch Sewing Machine,Jeans & Heavy-weight,"3,000 sti/min",134-35 (Nm140),LU-2818.png,"Type: Interlock / Coverstitch Sewing Machine • Application: Jeans & Heavy-weight • Max. sewing speed: 3,000 sti/min • Max. stitch length: 4mm • Presser foot: By knee: 13mm • Needle: 134-35 (Nm140)"
Non-Apparel / Heavy Duty,PLC-2700N,PLC-2700N,Interlock / Coverstitch Sewing Machine,Light- to Medium-weight,"3,000 sti/min",DBx1 (#11),PLC-2700N.png,"Type: Interlock / Coverstitch Sewing Machine • Application: Light- to Medium-weight • Max. sewing speed: 3,000 sti/min • Max. stitch length: 4mm • Presser foot: By knee: 13mm • Needle: DBx1 (#11)"
